"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 21 08:57:50 CST 2020","Wed Oct 21 08:57:53 CST 2020","2815","","common_data","Test_Mobile","","","test_2",""
